branch,category,seatpool,oprank,closerank
"Mechanical Engineering with M.Tech. in any of the listed specializations(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",ST,Gender-Neutral,259,339
"Mechanical Engineering with M.Tech. in any of the listed specializations(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",General,Female-Only,6129,7974
"Mechanical Engineering with M.Tech. in any of the listed specializations(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,3559,4229
"Mechanical Engineering with M.Tech. in any of the listed specializations(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",SC,Female-Only,1339,1339
"Mechanical Engineering with M.Tech. in any of the listed specializations(5 year,
Bachelor and Master of Technology (Dual Degree), Engineering)",ST,Female-Only,997,997
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Gender-Neutral,3682,4302
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",OBC-NCL,Gender-Neutral,1385,2249
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Gender-Neutral,1369,1532
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",ST,Gender-Neutral,762,804
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Female-Only,9448,9731
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",OBC-NCL,Female-Only,5036,5036
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering
and Management(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Female-Only,2220,2220
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Gender-Neutral,5277,5948
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2331.1,2624
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",SC,Gender-Neutral,1595,1737
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",ST,Gender-Neutral,757,876
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Female-Only,10791,10947
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",OBC-NCL,Female-Only,5751,5751
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",SC,Female-Only,2697,2697
"Metallurgical and Materials Engineering(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",ST,Female-Only,446P,446P
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Gender-Neutral,6654,7788
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",EWS,Gender-Neutral,841,841
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",OBC-NCL,Gender-Neutral,3034,3403
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Gender-Neutral,2033,2101
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",ST,Gender-Neutral,903,903
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Female-Only,13496,13802
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",OBC-NCL,Female-Only,7331,7331
"Mining Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Female-Only,2931,2931
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Gender-Neutral,7589,8482
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",OBC-NCL,Gender-Neutral,3386,3591
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Gender-Neutral,1950,2083
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",ST,Gender-Neutral,910,1013
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",General,Female-Only,13703,14526
"Mining Safety Engineering(5 year, Bachelor and Master of Technology (Dual Degree),
Engineering)",SC,Female-Only,3434,3434
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Gender-Neutral,6322,7227
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",EWS,Gender-Neutral,727,727
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2618,3298
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",SC,Gender-Neutral,1942,2103
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",ST,Gender-Neutral,814,892
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",General,Female-Only,8358,12915
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",OBC-NCL,Female-Only,3988,3988
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",SC,Female-Only,2395,2395
"Ocean Engineering and Naval Architecture(5 year, Bachelor and Master of Technology
(Dual Degree), Engineering)",ST,Female-Only,799P,799P
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",General,Gender-Neutral,3720,5096
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",OBC-NCL,Gender-Neutral,2452,2630
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",SC,Gender-Neutral,1770,1807
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",ST,Gender-Neutral,981,981
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",General,Female-Only,11356,11356
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",OBC-NCL,Female-Only,5495,5495
"Quality Engineering Design and Manufacturing(5 year, Bachelor and Master of
Technology (Dual Degree), Engineering)",ST,Female-Only,888P,888P
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",General,Gender-Neutral,4559,5294
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",OBC-NCL,Gender-Neutral,2410,2588
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",SC,Gender-Neutral,1578,1797
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",ST,Gender-Neutral,930,1019
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",General,Female-Only,9873,9873
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",OBC-NCL,Female-Only,5402,5402
"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems
Engineering and Management(5 year, Bachelor and Master of Technology (Dual
Degree), Engineering)",SC,Female-Only,2461,2461
"Applied Geology(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,7920,9126
"Applied Geology(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,927,927
"Applied Geology(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,3977,4227
"Applied Geology(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,1683,2318
"Applied Geology(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,1184,1207
"Applied Geology(5 year, Integrated Master of Science, Science)",General,Female-Only,14499,15588
"Applied Geology(5 year, Integrated Master of Science, Science)",OBC-NCL,Female-Only,7259,7259
"Applied Geology(5 year, Integrated Master of Science, Science)",SC,Female-Only,301P,301P
"Applied Geology(5 year, Integrated Master of Science, Science)",ST,Female-Only,956P,956P
"Chemistry(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,7244,8879
"Chemistry(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,880,880
"Chemistry(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,2932,3965
"Chemistry(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,1757,2264
"Chemistry(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,131,1045
"Chemistry(5 year, Integrated Master of Science, Science)",General,Female-Only,12238,14393
"Chemistry(5 year, Integrated Master of Science, Science)",OBC-NCL,Female-Only,6947,7187
"Chemistry(5 year, Integrated Master of Science, Science)",SC,Female-Only,2445,2445
"Economics(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,2959,4780
"Economics(5 year, Integrated Master of Science, Science)",General PwD,Gender-Neutral,43P,43P
"Economics(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,420,420
"Economics(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,1895,2488
"Economics(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,1175,1874
"Economics(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,867,907
"Economics(5 year, Integrated Master of Science, Science)",General,Female-Only,6785,8416
"Economics(5 year, Integrated Master of Science, Science)",OBC-NCL,Female-Only,3404,4983
"Economics(5 year, Integrated Master of Science, Science)",SC,Female-Only,2384,2384
"Economics(5 year, Integrated Master of Science, Science)",ST,Female-Only,884,884
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,6863,8408
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,877,877
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,1810,4145
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,2208,2249
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,1115,1182
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",General,Female-Only,12481,15316
"Exploration Geophysics(5 year, Integrated Master of Science, Science)",SC,Female-Only,3647,3647
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,475,1301
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",General PwD,Gender-Neutral,104,104
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,97,97
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,402,714
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,364,721
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,351,477
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",General,Female-Only,2562,3594
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",EWS,Female-Only,649,649
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",OBC-NCL,Female-Only,1248,2277
"Mathematics and Computing(5 year, Integrated Master of Science, Science)",SC,Female-Only,1623,1623
"Physics(5 year, Integrated Master of Science, Science)",General,Gender-Neutral,3126,5570
"Physics(5 year, Integrated Master of Science, Science)",EWS,Gender-Neutral,558,558
"Physics(5 year, Integrated Master of Science, Science)",OBC-NCL,Gender-Neutral,3090,3311
"Physics(5 year, Integrated Master of Science, Science)",SC,Gender-Neutral,1104,1991
"Physics(5 year, Integrated Master of Science, Science)",ST,Gender-Neutral,819,866
"Physics(5 year, Integrated Master of Science, Science)",General,Female-Only,10695,11292
"Physics(5 year, Integrated Master of Science, Science)",OBC-NCL,Female-Only,6389,7188
"Physics(5 year, Integrated Master of Science, Science)",SC,Female-Only,3363,3363
"Physics(5 year, Integrated Master of Science, Science)",ST,Female-Only,277,277
