branch,seatpool,oprank,closerank,category
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,140,258,OBC-NCL
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,516,703,OBC-NCL
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,36,36,GEN-EWS
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,287,441,OPEN
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,1389,1543,OPEN
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,12,12,OPEN (PwD)
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,77,139,SC
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,186,186,SC
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Gender-Neutral,92,100,ST
"Computer Science and Engineering (5 Years, Bachelor and Master of Technology
(Dual Degree))",Female-Only,229,229,ST
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,543,832,OBC-NCL
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,1846,1846,OBC-NCL
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,147,147,GEN-EWS
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,1367,1784,OPEN
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,4249,4253,OPEN
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,14P,14P,OPEN (PwD)
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,476,625,SC
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,728,728,SC
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,202,299,ST
"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,1156,1156,ST
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,420,653,OBC-NCL
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,1269,1683,OBC-NCL
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,38P,38P,OBC-NCL(PwD)
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,99,99,GEN-EWS
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,936,1396,OPEN
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,2847,3767,OPEN
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,115,115,OPEN (PwD)
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,153,491,SC
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,889,889,SC
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,287,372,ST
"Electronics and Electrical Communication Engineering with M.Tech. in any of the
listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",Female-Only,688,688,ST
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,946,1220,OBC-NCL
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,3559,4229,OBC-NCL
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,246,287,GEN-EWS
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,2195,2794,OPEN
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,6129,7989,OPEN
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,137P,137P,OPEN (PwD)
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,318,710,SC
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,1339,1339,SC
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,259,339,ST
"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years,
Bachelor and Master of Technology (Dual Degree))",Female-Only,997,997,ST
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,1385,2410,OBC-NCL
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,5175,5175,OBC-NCL
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,3682,4959,OPEN
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,9448,9731,OPEN
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,1369,1532,SC
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Female-Only,2220,2220,SC
"Industrial and Systems Engineering with M.Tech. in Industrial and Systems
Engineering and Management (5 Years, Bachelor and Master of Technology (Dual
Degree))",Gender-Neutral,906,907,ST
