branch,seatpool,oprank,closerank,category
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,27575,28732,OPEN
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,6026,6026,SC
"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Gender-Neutral,2238,2238,ST
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,15069,23559,OBC-NCL
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,6449,6449,GEN-EWS
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,46069,48589,OPEN
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,9575,9575,SC
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,4963,4963,ST
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,10535,10842,OBC-NCL
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,31598,31749,OPEN
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,6514,6514,SC
"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",Gender-Neutral,2735,2735,ST
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,20946,25201,OBC-NCL
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,7719,7809,GEN-EWS
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,47750,49788,OPEN
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,2824,2824,OPEN (PwD)
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,10024,10350,SC
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,3897,3897,ST
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,8215,11025,OBC-NCL
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,3585,3585,GEN-EWS
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,20391,28501,OPEN
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,4999,6042,SC
"Chemistry (5 Years, Integrated Master of Science)",Gender-Neutral,3151,3151,ST
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,13549,20459,OBC-NCL
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,7146,7146,GEN-EWS
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,26647,48775,OPEN
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,8467,10432,SC
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,3652,3652,ST
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,5390,9053,OBC-NCL
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,2186,2186,GEN-EWS
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,6007,13910,OPEN
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,1736,2198,SC
"Physics (5 Years, Integrated Master of Science)",Gender-Neutral,2447,2447,ST
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,22308,24456,OBC-NCL
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,6660,6660,GEN-EWS
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,39730,48972,OPEN
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,7357,8821,SC
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,5212,5212,ST
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,7355,9691,OBC-NCL
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,2275,2275,GEN-EWS
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,5407,18230,OPEN
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,3025,3025,OPEN (PwD)
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,4733,5216,SC
"Mathematics (5 Years, Integrated Master of Science)",Gender-Neutral,1291,1291,ST
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,29889,31537,OBC-NCL
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,8656,9252,GEN-EWS
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,55092,55789,OPEN
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,11224,11224,SC
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,6183,6183,ST
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,13230,13501,OBC-NCL
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,5465,5465,GEN-EWS
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,40349,41570,OPEN
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,3846,7446,SC
"Life Science (5 Years, Integrated Master of Science)",Gender-Neutral,2432,2432,ST
